"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"05769","PERSONERIA DE NUEVA GRANADA","819004250","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","2.445.881"
"05770","PERSONERIA DE NUEVO COLON","820002090","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1.148.818"
"05771","PERSONERIA DE NUQUI","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1.000.000"
"05772","PERSONERIA DE OBANDO","891900902","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","0","2.861.258"
"05774","PERSONERIA DE OIBA","890210948","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1.230.967"
"05776","PERSONERIA DE OLAYA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","1","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","2.805.776,5"
"05777","PERSONERIA DE OLAYA HERRERA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3.691.591"
"05778","PERSONERIA DE OPORAPA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","3.978.000"
"05779","PERSONERIA DE ORITO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","3.961.590"
"05780","PERSONERIA DE PACHAVITA","800028461","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","2.102.189"
"05781","PERSONERIA DE PACHO","899999475","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","2.293.020,5"
"05782","PERSONERIA DE PACORA","890801136","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1.124.480"
"05784","PERSONERIA DE PALERMO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","4.261.640"
"05785","PERSONERIA DE PALESTINA -- PALESTINA, CALDAS","81005498","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1.000.000"
"05786","PERSONERIA DE PALESTINA -- PALESTINA, HUILA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","1","0","0","0","1","0","0","0","2","0","0","0","1","1","0","0","0","3.265.126,5"
"05787","PERSONERIA DE PALMAR","800099818","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","3.879.493"
"05789","PERSONERIA DE PALMAS DEL SOCORRO","800003253","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","4.372.869"
"05790","PERSONERIA DE PALOCABILDO","809003402","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","2","2","0","0","0","2.500.664,5"
"05791","PERSONERIA DE PAMPLONA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","0","2.908.387"
"05793","PERSONERIA DE PARATEBUENO","800074120","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","4.054.071"
"05794","DEFENSORIA DEL PUEBLO","800186061","NACIONAL",,,,,,,"NO APLICA","NO APLICA","NO APLICA","NO APLICA","DEFENSORIA DEL PUEBLO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1141","1398","3","237","0","470","1.235","468","13","4","110","546","875","806","202","707","927","419","419","267","182","0","7.752.278,75"
"05795","PERSONERIA DE PATIA(EL BORDO)","891502194","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","2.034.500"
"05796","PERSONERIA DE PAYA","901834825","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","5.960.985"
"05797","PERSONERIA DE PAZ DE ARIPORO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","3.039.346"
"05798","PERSONERIA DE PAZ DEL RIO","891855015","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","2.573.664"
"05799","PERSONERIA DE PEDRAZA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","2.686.434,5"
"05800","PERSONERIA DE PELAYA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","980.657"
"05801","PERSONERIA DE PENSILVANIA","890801137","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1.159.500"
"05802","PERSONERIA DE PIEDECUESTA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","4","0","0","0","0","0","4","0","0","0","1","1","2","0","0","2","2","0","0","0","0","0","4.062.342,33"
"05804","PERSONERIA DE PIENDAMO","891500856","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1.456.823"
"05805","PERSONERIA DE PIJAO","890001181","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1.263.387"
"05807","PERSONERIA DE PINILLOS","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","3.691.591"
"05808","PERSONERIA DE PIOJO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","1.730.000"
"05809","PERSONERIA DE PITALITO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","2","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","4.843.163"
"05812","PERSONERIA DE PLANETA RICA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","4.268.209"
"05813","PERSONERIA DE POLICARPA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","3.691.591"
"05814","PERSONERIA DE POLO NUEVO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","1","0","0","0","2","0","0","1","0","0","0","0","0","2.462.663"
"05815","PERSONERIA DE PONEDERA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","3.186.434,5"
"05816","PERSONERIA DE PORE","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","2.977.293"
"05817","PERSONERIA DE PUEBLO BELLO","824002181","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1.525.000"
"05818","PERSONERIA DE PUEBLO RICO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","969.262"
"05820","PERSONERIA DE PUERTO ASIS","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","4.886.048"
"05821","PERSONERIA DE PUERTO BERRIO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","4.268.092"
"05822","PERSONERIA DE PUERTO BOYACA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","4.329.667"
"05823","PERSONERIA DE PUERTO CAICEDO","800229887","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","2.880.820"
"05825","PERSONERIA DE PUERTO COLOMBIA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","2","0","0","0","1","0","0","0","1","0","0","1","2","0","0","0","1","1","1","0","0","2.515.773,33"
"05826","PERSONERIA DE PUERTO CONCORDIA","822005306","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","5.376.068"
"05827","PERSONERIA DE PUERTO ESCONDIDO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","2.456.045,5"
"05828","PERSONERIA DE PUERTO GUZMAN","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","2.302.766"
"05829","PERSONERIA DE PUERTO LEGUIZAMO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","1","0","0","0","1","0","2","0","0","0","0","1","0","0","0","0","0","2.358.290"
"05831","PERSONERIA DE PUERTO LIBERTADOR","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1.458.000"
"05832","PERSONERIA DE PUERTO NARIÑO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","2.256.576"
"05833","PERSONERIA DE PUERTO PARRA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1.612.382"
"05834","CANAL REGIONAL DE TELEVISION TEVEANDINA SAS","830005370","NACIONAL",,,,,,,"NO APLICA","TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES","DESCENTRALIZADO","VINCULADAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","9","11","1","4","0","5","5","1","1","0","2","7","5","5","1","4","5","6","6","2","0","0","9.226.856"
"05835","PERSONERIA DE PUERTO RICO -- PUERTO RICO, META","822001996","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3.691.591"
"05836","PERSONERIA DE PUERTO RICO -- PUERTO RICO, CAQUETA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","1","1","0","0","0","2.339.026"
"05837","PERSONERIA DE PUERTO RONDON","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","0","1","0","1","0","1","1","0","0","1","0","0","0","0","0","0","2.305.295,5"
"05839","PERSONERIA DE PUERTO TRIUNFO","890983906","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1.540.844"
"05841","PERSONERIA DE PUERTO WILCHES","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","4.372.869"
"05842","PERSONERIA DE PULI","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","3.545.901"
"05843","PERSONERIA DE PURACE (COCONUCO)","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","1.600.009"
"05844","PERSONERIA DE PURIFICACION","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","1","0","0","1","0","1","0","1","0","0","2","0","0","0","0","0","0","2.566.510,5"
"05847","PERSONERIA DE QUETAME","800094716","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","1","1","1","0","0","2.514.047,5"
"05848","PERSONERIA DE QUIBDO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3.864.000"
"05849","PERSONERIA DE QUIPAMA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","947.590"
"05850","PERSONERIA DE RAGONVALIA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","2.264.582"
"05851","PERSONERIA DE RAQUIRA","820000344","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","2","0","0","0","0","1","1","0","0","0","2","0","0","0","0","1","0","0","0","0","0","2.409.525"
"05855","PERSONERIA DE REMOLINO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","908.526"
"05856","PERSONERIA DE REPELON","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","1","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","1","0","0","3.075.993,5"
"05857","PERSONERIA DE RESTREPO -- RESTREPO, META","822004876","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","110.000"
"05858","PERSONERIA DE RIO DE ORO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","2","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","2.454.082"
"05862","PERSONERIA DE RIONEGRO -- RIONEGRO, ANTIOQUIA","890907317","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","0","0","0","0","0","3","0","0","0","0","2","1","0","0","0","2","1","1","0","0","0","14.439.012"
"05863","PERSONERIA DE RIOSUCIO -- RIOSUCIO, CHOCO","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","2","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","2.390.000"
"05864","PERSONERIA DE RIOSUCIO -- RIOSUCIO, CALDAS","890801138","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1.529.045"
"05865","PERSONERIA DE RIO VIEJO","890481447","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","3.691.591"
